artist,loved_count,mediaid,posted_count,sitename,time,title,loved,tags,artist_index_mod,site_index_mod
metric,0.0611723829328,v55s,0.0358744394619,i (heart) music,187,Don't Think Twice It's Alright (Bob Dylan Cover),True,"amazingcover,acoustic,cover,greatcoverversion",1.0,0.0
ladygaga,0.0302703271828,x9q8,0.0224215246637,The World Forgot,364,Paparazzi (Redlight Remix),True,"mediocresonggreatremix,badpianoplayer,redlight,skinny,femalesinger,redlightremix,blondewomen",0.0,0.0
kidcudi,0.588244584244,y0rf,0.103139013453,"The Good, The Bad, and The Unknown",146,Cudderisback (Feat. Vampire Weekend),True,"neopsychedelia,alternativerap",1.0,0.0
chiddybang,0.176699744676,sgnw,0.0762331838565,Listen Before You Buy,171,Truth (feat. Passion Pit),True,"hiphop,rap,electronic",1.0,0.0
anyamarina,0.27377536785,x3p9,0.0582959641256,New Music Collaborative,229,Whatever You Like (T.I. Cover),True,"acoustic,gossipgirlsoundtrack,nos3,cover,takecover,chiclete",0.0,0.0
,0.0305861914664,wtrs,0.00448430493274,The Music Ninja,202,99problems vs. phantom II,True,,0.0,0.0
florencethemachine,1.00157932142,wm2h,0.686098654709,djnodj,344,You've Got The Love (The XX Remix),True,"remix,indie,alternative,chillgroove,2step,electronica,indierock,00s,funky,folk",0.333333333333,0.833333333333
rjd2,0.03090205575,wtrc,0.0134529147982,Rollo & Grady,208,All For U,True,"hiphop,chillout,downtempo,triphop,electronic,instrumental,groovy,svegliadolce,abstracthiphop,turntablism",1.0,0.75
wale,0.0101866231476,wtpm,0.0,Hilly Dilly,208,Prescription,True,"wale,hiphop,flute,chill,bumpthisshit,rap,nice,talk,new",1.0,0.5
thescare,0.0122134189677,wr2a,0.0269058295964,Winnie Cooper,465,Could Be Bad  (G.L.O.V.E.S Remix),True,"punk,australian,rock,aussie,indie,punkrock,postpunk,hardcore",0.0,0.0
dondiablovsphoenixvsjayz,0.0886788976337,w912,0.0807174887892,Electronix,205,99 Fences,True,,0.0,0.0
ishivu,0.014003316575,w0mw,0.00896860986547,amix music,267,New Clear Head,True,"electro,swedish",0.0,0.0
djdt,0.0125819272986,r80g,0.00448430493274,FMLY,208,Killers Remix Dude!,True,"yesmeansno,dreamteam",0.0,0.0
mosdefjimjonesblackkeys,0.00868626780027,vm5p,0.00448430493274,earmilk,202,Hoochie Coo,True,,0.0,0.0
xaphoonjones,0.173909610171,vf8f,0.0179372197309,Songs to Save,293,"I Wanna Know Now (Bob Marley, MGMT)",True,"3,mashup",1.0,0.0
phoenix,0.136163828275,qmdh,0.0941704035874,Friends From Far,459,Love Like a Sunset,True,"electronic,dreamy,epic,french,ambient,indierock,electronica,electro,ethereal,bestof2009",1.0,1.0
johnmayer,0.0531704877471,w0v7,0.0224215246637,Audio Muffin,180,Who Says,True,"singersongwriter,folk,pop,johnmayer,rock,indie,acoustic,malevocalists,chillout,poprock",0.0,0.0
thebloodybeetroots,0.021110262957,w0s1,0.0,KEEPREAL,261,Warping  is Awesome (TOMY's edit),True,"electro,electronic,dance,italian,indie",1.0,1.0
jayzandmarvingaye,0.247821852544,vxyr,0.0224215246637,earmilk,260,Hello Brooklyn,True,"sunshine,fresh",0.0,0.0
phoenix,0.360927588113,qp90,0.618834080717,Ca Va Cool,198,1901,True,"indie,indiepop,french,electronic,dance,summer,catchy,indierock,pop,rock",1.0,0.0
kidcudi,0.407754468164,vhfh,0.130044843049,The New LoFi,295,Pursuit of Happiness (Feat. MGMT And Ratatat),True,"collaborations,00s,hiphop,pursuitofhappiness,mgmt",1.0,0.833333333333
dfp,0.0189518570188,1b63h,0.00448430493274,La detente generale,373,I want you Black-Dimitri From Paris super heavy funk brakes remix,True,"deathmetal,hiphop,u""deathnroll"",alternative",0.0,0.0
xaphoonjones,0.294201258193,wbg3,0.0493273542601,EARMILK,200,"Testify (Radiohead, Kanye West)",True,"4,radiohead",1.0,0.692307692308
justice,0.024374193888,vc74,0.0313901345291,Vacay Wave,318,We Are Your Friends (Barretso Remix),True,"trippy,powerful,awesome",0.5,0.5
miikesnow,0.319022926483,qc6a,0.349775784753,8106,264,Animal,True,"indie,electropop,electronic,electronica,miikesnow,pop,catchy,swedish,dance,alternative",1.0,0.0
vampireweekend,0.154273380537,w7d5,0.349775784753,Chromewaves,208,Horchata,True,"indierock,indie,alternative,indiepop,pop,afropop,rock,2010s,american,00s",1.0,1.0
uffie,0.0336921902556,w5r0,0.0224215246637,First up!,159,Pop the Glock (Mirwais Pop Remix),True,"electronic,electro,electroclash,electropop,edbanger,femalevocalist",0.0,0.0
casiotoneforthepainfullyalone,0.0123450290858,qymc,0.0134529147982,Monstrous Media!,210,Hot Boyz (W/ Dear Nora),True,"audioase,cover,missyelliotcover",0.0,0.0
arcadefire,0.126135137269,8anb,0.313901345291,Minored In Music,337,Wake Up,True,"indie,indierock,canadian,alternative,rock,epic,alternativerock,beautiful,arcadefire,awesome",1.0,0.0
rhymefest,0.033297359901,45vm,0.00896860986547,Some Songs Considered,227,Build Me Up (Feat. O.D.B.),True,"rhymefest,undergroundhiphop,samplebased,summer,hiphop,ridiculous,chicago,sampledbased,chitown,chitownsfinest",0.0,0.0
kanyewest,0.0418256955595,vbyy,0.0179372197309,EARMILK,318,Flashing Lights (High Contrast Remix),True,"drumandbass,liquidfunk,awesome:o,effingawesome,highcontrast,good,u""drumnbass"",juicyremix",0.5,0.692307692308
kidcudiftratatat,0.00126345713458,vkef,0.0,First up!,225,Pursuit of Happiness (Live Late Show with David Letterman 11th of September 2009),True,"experimental,rap",0.0,0.0
jayz/dangermouse,0.0394303914085,s2er,0.0224215246637,Silence Nogood,267,What More Can I Say,True,"trumpets,hiphop,piano",0.0,0.0
electricwirehustle,0.162406885841,w4d2,0.112107623318,Beaver on the Beats,269,They Don't Want,True,"2010s,relmnth:2010s:november,sofunky,soul,montecarlonightss,neosoul,bbe",0.0,0.0
djgizmo,0.00439577794741,w2er,0.0,The Animal Show,237,Keep On Till You Get Enough (Steve Miller Band vs. Michael Jackson),True,"hardcore,gabber,techno,hardcoretechno,rave",0.0,0.0
peterbjornandjohn,0.177515727409,3m88,0.367713004484,Indie Shuffle,276,Young Folks,True,"indie,indiepop,swedish,pop,alternative,happy,whistling,indierock,summer,chillout",0.0,0.0
phoenix,0.0711747519149,w1fs,0.0358744394619,Tunes I Dig,181,Everything Is Everything,True,"indie,pop,french,indiepop,indierock,rock,alternative,electronic,phoenix,alternativerock",1.0,0.0
thehoodinternet,0.159801005501,r3xt,0.0986547085202,popgoestheradio,198,Good Ol' Fashion Rump Shaker (Beastie Boys vs Matt & Kim),True,"mashup,weird,00s,hiphop",1.0,0.0
kineticstereokids,0.00929167434392,tn1m,0.0134529147982,Obscure Sound,277,Twisted Thoughts,True,"relax,lofi,indie,keepthefate,rock,alternative,experimental",0.0,0.0
thehoodinternet,0.518070069227,rhqc,0.130044843049,The Dadada Music Blog,215,Two Weeks Of Hip Hop (Dead Prez vs Grizzly Bear),True,"mfnw,folkrock,mashup,fuckembilly,bouncinaroundboombox,refixed,bestplayedloud,playitloud,hiphop,gotthatfeeling",1.0,0.0
chromeo,0.0350082914374,c53c,0.0896860986547,Trashbag Kids,269,Bonafied Lovin (YUKSEK remix),True,"electronic,funk,electro,dance,electronica",1.0,0.0
miikesnow,0.105814535021,vz6m,0.0807174887892,Plain Or Pan?,221,Black & Blue,True,"electropop,indie,electronic,swedish,pop,indiepop,electronica,chill,indietronica,electro",1.0,0.0
djtopcat,0.0185570266642,w0s9,0.00896860986547,Tastes Like Caramel,230,Paper heartbeats-88bpm (master),True,"dj,mashup,indie,remix,sampling",0.0,0.0
kidcudi,0.118607038509,vfb3,0.0224215246637,Indie Shuffle,227,"Up, Up, And Away (The Wake And Bake Song)",True,"yes,foda,lobhigio,yap,weedsmokersanthem,urban,acousticrhythmpiano,hiphop,yeah,prominentpercussion",1.0,0.478260869565
kidcudi,0.140375352057,vq91,0.0627802690583,Sunset in the Rearview,267,Make Her Say (Sammy Bananas Remix),True,enakgila,1.0,0.545454545455
kidcudi,0.045563422916,veq4,0.00448430493274,Tympanogram,236,"G.O.O.D. Music, Soundtrack 2 My Life",True,"hiphop,rap,alternativerap,house",1.0,1.0
vampireweekend,0.0886262535864,kjm4,0.116591928251,We All Want Someone To Shout For,243,Ottoman,True,"nickandnorah,posh,gutestimme,melodymaker",1.0,0.5
noahandthewhale,0.0480903371851,mxq0,0.00448430493274,the OCMD,215,5 Years Time,True,"djbglastonbury2011,indiepop,folk,twee,narrative,acoustic,sweet,rock,quirky,indierock",0.0,0.0
miikesnow,0.138822352662,t5nj,0.0269058295964,ilictronix,316,In Search Of,True,"electronic,electro,swedish,electronica,2009,electropop,indietronica,powerful,house,bedroomdancing",1.0,1.0
laroux,0.305809270617,yrgg,0.269058295964,THE VINYL VILLAIN,303,In For The Kill (Skream's Let's Get Ravey Remix),True,"dubstep,electronic,femalevocalist,remix,electronica,laroux,greatremix,synthpop,techno,u""drumnbass""",1.0,1.0
justice,0.0116606564713,vm3w,0.00448430493274,tashed,362,Phantom Pt.2 (Freemasons Remix),True,"electronic,electro,french,dance,electronica",0.5,0.0
diplo,0.022926482588,ty42,0.00448430493274,djnodj,368,Young Folks (Diplo Youngest Folks Remix),True,"dup,dupstep,electronic",0.0,0.833333333333
bellesebastian,0.010160301124,tzvn,0.0134529147982,Indie Rock Cafe,208,There's Too Much Love,True,"happy,socute,indie,scottish,singer/songwriter,chamberpop",0.0,0.0
badlydrawnboy,0.0129241136059,5q52,0.0627802690583,Music For Kids Who Can't Read Good,224,Once Around The Block,True,"indie,alternative,singersongwriter,indiepop,badlydrawnboy,happy,pop,acoustic,indierock,british",0.0,0.0
julianplenti,0.00407991366376,tvpf,0.00896860986547,The Pigeon Post,227,Only If You Run,True,"indierock,alternative,indie,julianplenti,ilike,postpunk,2009,amazing,stargateuniverse,interpol",0.0,0.0
therollingstones,0.0257166170935,9726,0.0269058295964,Inyourspeakers Media,284,Gimme Shelter,True,"classicrock,rock,60s,rollingstones,bluesrock,guitar,m70rock,rockband,stones",0.0,0.0
drake,0.197546787397,1a4xq,0.0896860986547,Totally Twitterpated,229,Little Bit (feat. Lykke Li),True,"hiphop,toronto,beautiful,canada,drake,indiesample,canadian,backandforth,hotshit,lykkeli",0.5,0.0
pnau,0.335895343634,hcr9,0.183856502242,Sunset in the Rearview,236,Baby (Breakbot Remix),True,"dance,remix,electro,uplifting,electropop,tune,pop,piano,australian,funky",1.0,0.545454545455
acidgirls,0.0113711142113,ty1e,0.00448430493274,the burning ear,219,Wake Up (feat. Frankmusik),True,"electronic,electrohouse,electro,acid",0.0,0.0
kingsofconvenience,0.0146613671659,tw2n,0.00896860986547,The Digital Outhouse,277,I Don't Know What I Can Save You From,True,"acoustic,indie,indiepop,mellow,folk,chillout,singersongwriter,alternative,norwegian,beautiful",0.75,1.0
thesupremes,0.00739648864205,tw6k,0.00448430493274,FMLY,177,where did our love go? (quarterbar redo),True,"soul,motown,60s,femalevocalist,oldies",0.0,0.0
johnnycash,0.0143455028823,9rbd,0.0224215246637,THE VINYL VILLAIN,233,One,True,"country,cover,johnnycash,folk,singersongwriter,acoustic,u2cover,rock,u2,guitar",0.0,0.0
flygypsy,0.0126872153931,vbpt,0.00448430493274,surviving the golden age,289,Reasons (feat. Kanye West),True,indie,0.0,0.0
chiddybang,0.412571398489,r6j7,0.215246636771,SUCKA PANTS,193,Kids (Feat. MGMT),True,"remix,house,dance,snowboard,hiphop,rap,party,malevocalists,hypemachine,electronic",1.0,1.0
obadiahparker,0.0322971230028,qbbg,0.0358744394619,CHROMEMUSIC,268,Hey Ya,True,"acoustic,cover,folk,indie,rock,mellow,melancholy,chill,guitar,feelgood",0.0,0.0
jayz,0.0370350872575,vb36,0.0,earmilk,270,Already Home (feat. Kid Cudi),True,"hiphop,jayz,bestof,chill,vintagekanyeproduction,winter,catchy,rap,catchybeat,stringsandhorns",1.0,1.0
bandofhorses,0.218314864047,bfyh,0.224215246637,Chromewaves,217,No One's Gonna Love You,True,"indie,indierock,bandofhorses,beautiful,melancholy,rock,alternative,onetreehill,mellow,american",1.0,1.0
ratatat,0.037219341423,gq27,0.165919282511,JP's Blog,258,Shiller,True,"electronic,instrumental,electronica,ratatat,sexandroid,alternative,haunting,indie,newmusic,00s",0.833333333333,1.0
passionpit,0.0474322865942,v678,0.0493273542601,EARMILK,368,To Kingdom Come (Grum Vocal Mix),True,"house,electrohouse,progressivehouse",1.0,0.692307692308
drakefeatkanyewestlilwayneeminem,0.0635940091074,v81m,0.0313901345291,Citizen Insane,359,Forever,True,"rap,motivational,eminem,6787431175,dirtysouth,hiphop,golephish,drake,djdumbass",0.0,0.0
publicenemy,0.0995498933958,tjvw,0.0134529147982,The Music Ninja,287,He Got Game,True,"hiphop,rap,chill,publicenemy,soundtrack,90s,newyork,oldschool,american,explicit",0.0,0.0
ratatat,0.0197151957042,p8gq,0.0224215246637,The ill-ec-tro-nic,597,Mirando (Animal Collective remix),True,"audioase,rererereremixedsongs,epicness,2k9mix,flyaway",0.833333333333,0.0
jayz,0.0105551314785,vaqp,0.00448430493274,earmilk,151,Hate f. Kanye West,True,"hiphop,rap,eastcoastrap,jayz",1.0,1.0
thephenomenalhandclapband,0.0267431760154,ry1x,0.0807174887892,Tympanogram,254,Baby,True,"funk,mybest,mellow,soulnetworkcouk,baby,soul,cocktailsatsunset,ss,american,psychedelicsoul",0.0,0.0
discovery,0.156800294807,smgf,0.0627802690583,The Panic Manual,158,Swing Tree,True,"indie,indietronica,indieelectronic,experimental,chillgroove,alternativereggaeton,yum,catchy,indierock,lifeiseasy",1.0,1.0
wewerepromisedjetpacks,0.0731225816641,rram,0.134529147982,The New LoFi,289,It's Thunder And It's Lightning,True,sooooooooogoooooodddd,0.0,0.0
thexx,0.103524518965,v434,0.103139013453,Off the Radar,261,Shelter (Them Jeans Drum Edit),True,"tofind,dreamy,indie,chillout,great,electronic,edit",1.0,0.0
miikesnow,0.0137400963386,v4va,0.00448430493274,the burning ear,525,Animal (Fred Falke Remix),True,"fredfalke,fredfalkeremix,remix,animals,2009,party,bassguitar",1.0,0.777777777778
thespintoband,0.0256376510226,2ywv,0.0986547085202,The Opening Acts,215,Oh Mandy,True,"indie,indierock,alternative,indiepop,happy,rock,catchy,pop,dreamy,alternativerock",0.0,0.0
santogold,0.0968124029375,j6kn,0.143497757848,the culture of me,160,I'm A Lady (Diplo Mix Ft Amanda Blank),True,"hiphop,femalevocalist,pophop,diplo,vocal,clubmisfits,freehop,rhymes,femrap,remixes",0.0,0.0
supermashbros,0.069358532284,qsy1,0.0134529147982,Mashup of the Week Podcast,117,I Fucking Bleed Purple And Gold,True,"mashups,mashup,house,rap,dance,dsdsds,hiphop,pop,mashups",1.0,0.0
ponyponyrunrun,0.0337185122792,rbgk,0.0448430493274,Faronheit,193,Hey You,True,"indie,electronic,french,indiepop,electronica,electro,france,poprock,francais,alternative",0.0,0.0
feverray,0.0294017004027,p6r0,0.103139013453,The 405,505,If I Had A Heart (Fuck Buttons Remix),True,"techno,electronic,remix,mindmelting,missingtoof,femalevocalist,swedish,atmosphere,avantgarde,experimental",1.0,0.25
eminem,0.0511963359743,q92d,0.0358744394619,Squeegie,278,Crack A Bottle (DiscoTech Remix),True,"rap,hiphop,eminem",0.5,0.0
arcadefire,0.019662551657,rb48,0.0179372197309,It All Started With Carbon Monoxide,99,Wake Up (alternate version),True,"epic,movie,childhood,nostalgia,melancholy",1.0,0.0
chesterfrench,0.039535679503,td31,0.0448430493274,the burning ear,354,She Loves Everybody (Pance Party Remix),True,"house,forlater,electrohouse,remix,electronic,electro",0.0,0.0
vampireweekend,0.3375273091,q66h,0.121076233184,Sunset in the Rearview,294,The Kids Don't Stand A Chance,True,"indierock,indie,indiepop,00s,indierock,rock,alternative,vampireweekend,american,reggae",1.0,0.545454545455
mgmt,0.0111078939749,trt6,0.0,Rollo & Grady,252,Hot Love Drama,True,"electronic,indie,indiepop,mgmt:,rock,synthpop,indietronica,amerika,newyork,buenhumor",0.666666666667,0.75
ofmontreal,0.0648837882656,ec8e,0.0896860986547,Music From Go to Whoa,231,Jimmy,True,"cover,indietronica,coverversion,jimmy,bestof20089,indieelectronica,ohcover,cocktailsatsunset,excellentsong,mammagradio",0.0,0.0
santigold,0.032718275381,trz4,0.0179372197309,Et Musique Pour Tous,112,I'm a Lady (Benny Blanco Remix),True,"electronic,indie,alternative,dub,femalevocalist",1.0,0.833333333333
thebloodybeetroots,0.0995235713722,t624,0.0896860986547,redthreat,153,4.AWESOME FEAT THE COOL KIDS,True,"electro,electronic,dance,italian,indie",1.0,0.0
alexmetric,0.00805453923298,t9ww,0.0179372197309,funkism,282,Shirley You Can't Be Serious,True,"electronic,breakbeat,electro,breaks",0.0,0.0
mstrkrftfeatjohnlegend,0.305124898002,t97p,0.0134529147982,All Things Go,390,Heartbreaker (Wolfgang Gartner remix),True,uswag,0.0,0.0
madvillain,0.0448000842305,t9w2,0.0582959641256,Indie Shuffle,166,Money Folder (Four Tet Remix),True,"remix,undergroundhiphop,hiphop,fourtet,electronic,fourtetremixes,videogamesounds,radiophantomzone,cover",0.0,0.0
fleetfoxes,0.00571187912927,mswq,0.0134529147982,Misspeak Music,275,Mykonos,True,"folk,indie,indierock,fleetfoxes,rock,indiefolk,beautiful,alternative,mellow,00s",0.0,0.0
discovery,0.134452896739,rknb,0.174887892377,music islands,242,Osaka Loop Line,True,"electronica,indietronica,japan,sofuckingcool,electrosexy,ultimatesexellence,completelyunique,electronic,experimental,00s",1.0,1.0
passionpit,0.128425153326,qxfq,0.273542600897,The New LoFi,288,The Reeling,True,"indie,electronic,synthpop,electropop,dance,2009,indiepop,electropop,electro,passionpit",1.0,0.833333333333
nasa,0.159406175147,14zc9,0.0807174887892,Audio Muffin,219,"Gifted feat. Kanye West, Santogold & Lykke Li",True,"hiphop,indie,electronic,rap,geazy",0.0,0.0
kingsofleon,0.0888894738227,jgex,0.19730941704,indie rocker revolution,204,Sex On Fire,True,"rock,indierock,alternative,indie,kingsofleon,alternativerock,sexy,southernrock,sexonfire,awesome",0.0,0.0
dantheautomator,0.0137927403859,t6f6,0.0224215246637,Sundtrak,311,Rapper's Delight (Van She Tech remix),True,groovy,0.0,0.0
laroux,0.00937064041484,t6a3,0.0403587443946,D SQUARED,333,Bulletproof (Larry Tee & Alexander Technique Blogula Remix),True,"electropop,electronic,synthpop,dance,indietronica,british,femalevocalist",1.0,0.5
deadmau5vs2livecrew,0.0104235213603,tg8y,0.00896860986547,Schitz Popinov,315,Moar Face (O-GOD edit),True,,0.0,0.0
elliegoulding,0.436234897739,wqxb,0.139013452915,The Music Ninja,199,Sleepyhead (feat. Starsmith) (Passion Pit Cover),True,"femalevocalist,electronic,british,indie,indiepop,pop",1.0,0.833333333333
mattkim,0.336342818036,mqap,0.372197309417,Noonday Tune,171,Daylight,True,"indie,indiepop,happy,makesmesmile,upbeat,catchy,rock,fun,indierock,2009",1.0,0.25
atlassound,0.0172146034587,texx,0.0717488789238,djnodj,239,Walkabout,True,"addictive,bestof2009,bestsongever,epic,dizzy,delicious,reassuring,brilliant,lizvelrene2009,onthefloor",0.0,0.0
loureed,0.0886262535864,5fwm,0.0717488789238,J(am) of the Day,253,Walk On The Wild Side,True,"classicrock,rock,70s,singersongwriter,loureed,glamrock,alternative,newyork,classic,oldies",0.0,0.0
m83,0.0911531678555,1cjz9,0.0941704035874,Indie Shuffle,303,We Own The Sky,True,"electronic,ambient,shoegaze,electronica,beautiful,dreampop,chillout,postrock,indie,dreamy",0.0,0.478260869565
kingsofconvenience,0.0314548182464,tefc,0.0538116591928,Pigeons and Planes,176,Mrs. Cold,True,"acoustic,chillout,indie,folk,popfolk,2009,alternative,mellow,beautiful,norwegian",0.75,0.75
sufjanstevens,0.107920296912,34d8,0.27802690583,T S U R U R A D I O,363,Chicago,True,"indie,folk,singersongwriter,beautiful,sufjanstevens,mellow,chicago,indiepop,indiefolk,alternative",0.0,0.0
boysnoize,0.0965491827012,scx3,0.085201793722,Salacious Sound,255,Jeffer,True,"electro,electronic,boysnoize,dance,electrohouse,gutelaune,german,party,nurave,ohfuck",0.0,0.0
mstrkrft,0.326814245479,syn4,0.0403587443946,Indie Shuffle,194,Heartbreaker (feat. John Legend),True,"electronic,dance,electronica,electro,sunny,2009,universal,electromelancholy,johnlegend",0.0,0.478260869565
thevervevsjayz,0.226053538996,w7mw,0.0493273542601,A Pocket Full Of Seeds,304,Brush Your Bitter Sweet Shoulders Off,True,"mashup,rock,rap",0.0,0.0
jayzbeaniesigel,0.0687794477639,rhs4,0.0179372197309,djnodj,229,Glock Nines (Ratatat Remix),True,"jayz,hiphop,stateproperty",0.0,0.0
phoenix,0.0551972835672,s486,0.116591928251,The Indie Music Database,242,Lisztomania,True,"indie,french,catchy,dance,indiepop,indierock,alternative,electronic,pop,phoenix",1.0,0.0
deadmau5kaskade,0.210076070648,rh43,0.0762331838565,ilictronix,335,I Remember (Radio Edit),True,"house,progressivehouse,electronic,trance,chillout,catchyashell,deadmau5,zone,sunnydrive,funkyproghouse",0.0,0.0
mgmt,0.00658050590929,tb9n,0.0,The 405,225,Destrokk,True,"indietronica,electronic,indie,indierock,american,psychedelic,alternative,electronica,catchy,dance",0.666666666667,0.25
frenchhornrebellion,0.0331131057356,sh97,0.0403587443946,POSTMUSIC,286,Beaches and Friends (Hey Champ Remix),True,"leapsandleeloo,bout,electronic,dreamwave",0.0,0.0
theheavy,0.0156879260878,t7pw,0.0269058295964,omgdelicious!,184,Sixteen,True,"bluesrock,funkrock,rock,malevocalist,fip,blues,soul,heavy,radionova,hardrock",1.0,0.0
mylo,0.0367981890448,gzpz,0.0269058295964,amix music,424,Paris Four Hundred (Etienne De Crécy Remix),True,"electronic,house,dance,electronica,electro",0.0,0.0
yaelnaim,0.0976020636467,c26m,0.067264573991,Bridging The Verse,225,New soul,True,"macbookair,newsoul,apple,femalevocalist,easy,indie,makesmesmile,hiphop,happy,yaelnaim",0.0,0.0
kidcudi,0.128767339633,qe9q,0.0807174887892,Hejven,281,Dat New New (VIKING Remix),True,"remix,banger,taraaa,amazing,happyface,funky,betterthanoriginal,catchy",1.0,0.0
reginaspektor,0.00300071069464,t9ws,0.0,WeHeartMusic,214,Blue Lips,True,"piano,alternative,femalevocalist,pop,reginaspektor,singersongwriter,indie,indiefolk,hypnotizing,musicalpoetry",0.0,0.0
thedrums,0.213340001579,stqx,0.547085201794,Austin Town Hall,176,Let's Go Surfing,True,"indie,surfpop,summer,surf,california,indierock,indiepop,happy,surfrock,whistling",0.333333333333,1.0
passionpit,0.227290674107,rkfh,0.291479820628,Indie Shuffle,239,Little Secrets,True,"electronic,indie,pop,catchy,fun,indietronica,party,happy,electropop,awesome",1.0,0.478260869565
michaeljackson,0.0111342159985,t6pv,0.0,Berkeley Place,241,Justice For Billie Jean (justice vs. michael jackson) DJ Schmolli,True,"pop,80s,dance,soul,funk",0.0,0.0
michaeljacksoncookinsoul,0.0157142481114,symq,0.0,Kickin' The Peanuts,182,I Want You Back feat. Lil Wayne,True,,0.0,0.0
twodoorcinemaclub,0.0346397831065,r4gh,0.0493273542601,The Pop Cop,167,"Hands Off My Cash, Monty",True,"indiepop,todorcicl,indie,electronic,indierock",1.0,0.0
wale,0.153378431734,t8q4,0.0269058295964,The Music Ninja,211,New Soul Feat. Yael Naim,True,"hiphop,rap,dc",1.0,0.833333333333
3oh!3featkidcudibennyblanco,0.0223210760443,t6xv,0.0,White Folks Get Crunk,197,Don't Trust Me (Remix) (Dirty),True,,0.0,0.0
vampireweekend,0.240241109737,mtkg,0.215246636771,Dancing Astronaut,278,The Kids Don't Stand A Chance (Chromeo Remix),True,"remix,prettyexcellentremix,electropop,thecitylife,chromeo,shitiadore,fun,walkmanmusic,verygood,mylifesoundtrack",1.0,0.3
delorean,0.0588034008055,ssda,0.139013452915,All Things Go,279,Deli,True,"electronic,indie,club,zierkafasza,spain,dance,catchy,revoir,synthpop,poprock",0.0,0.0
grizzlybear,0.246558395409,qp9f,0.52466367713,said the gramophone,243,Two Weeks,True,"indie,beautiful,indierock,bestof2009,summer,folk,alternative,heartshivers,2009,dreamy",0.0,0.0
santigold,0.0222684319971,sg2z,0.0179372197309,JayeL Audio Music,174,You'll Find A Way Player (feat. Andre 3000 & Bun B),True,"alternative,electronic",1.0,0.277777777778
thekills,0.0408517806849,je9g,0.085201793722,Friends by Far,352,Cheap and Cheerful (SebastiAn Remix),True,remixxx,0.0,0.0
theknux,0.00581716722382,eq50,0.0313901345291,katarokkar,240,Cappuccino,True,"hiphop,rap,underground,garagehop",0.0,0.0
smashingpumpkins,0.00415887973467,sqdg,0.0,Penned Madness,364,5B - 1979 (GlowTape!'s 2009 Remix),True,"alternative,alternativerock,grunge,rock,90s",0.0,0.0
theflaminglips,0.010449843384,emqs,0.0403587443946,JP's Blog,399,Bohemian Rhapsody (Queen Cover),True,"indie,alternative,indierock,rock,alternativerock,psychedelic,experimental",0.0,0.0
thegossip,0.00471164223105,sqnx,0.0,Mola Super Poco,256,For Keeps,True,"indierock,femalevocalist,2009,indie,rock,forkeeps",0.0,0.0
kingsofleonvschewfu,0.025032244479,sqqv,0.0,White Folks Get Crunk,337,Use Somebody (CHEW FU Festival Fix),True,,0.0,0.0
bloodybeetroots,0.00334289700192,spgz,0.0,KEEPREAL,317,Warp (Blaze Tripp Remix),True,"transmusicales,electronica",0.0,0.0
e603,0.032139190861,sr4g,0.0,The Animal Show,248,Hey Shorty,True,"mashup,angushouseparty,rebel,climbing,personal,electronic,hiphop,drinking,thegenre,mashups",1.0,1.0
supermashbros,0.123239714669,syn9,0.0,FMLY,192,Livin The Dream (I'm On A Float),True,"hiphop,mashup",1.0,1.0
kidcudivsthepostalservice,0.101629333263,10tpe,0.00448430493274,Muzjiks,275,Man On the Moon (Such Great Heights RMX),True,,0.0,0.0
wale,0.0115816904004,ssza,0.00448430493274,Berkeley Place,309,15 Rather Be With You (Vagina Is For Lovers) f. J Cole & Currensy (prod 9th Wonder),True,aa,1.0,0.5
whitelies,0.045194914585,jtsc,0.143497757848,Indie Today,287,Death (Crystal Castles Remix),True,"dance,indie,remixes,alternative,8bit,electro,dancedancedance,deathremix,electronica,surprisinglygood",0.0,0.0
röyksopp,0.0810981548261,pdpr,0.121076233184,JP's Blog,163,Happy Up Here,True,"electronic,happy,catchy,cheerful,uplifting,electronica,norwegian,chillout,r\xf6yksopp,awesome",0.0,1.0
mattkim,0.0198994498697,ssy8,0.00448430493274,musical pairings @ eating/sf,227,Yeah Yeah (Flosstradamus Remix),True,"taproomremix,clap",1.0,1.0
lightson,0.0126082493222,kt7a,0.0224215246637,5 Acts,261,John And Anne,True,"indierock,malevocalists",0.0,0.0
theknocks,0.0203732462952,skyq,0.0403587443946,Cities of the Plain,279,Can't Shake Your Love,True,"electro,indiepop,dance,electronic,disco,checkoutagain,fun,highlybloggableelectro",0.4,0.0
passionpit,0.0609881287673,rtw7,0.0269058295964,melophobe,212,Let Your Love Grow Tall,True,"indie,electronic,indietronica,indiepop,electro,electropop,pop,femalevocals,indienasound,edit",1.0,1.0
florencethemachine,0.280829670185,t5hf,0.116591928251,Friends From Far,256,Cosmic Love,True,"indie,alternative,femalevocalist,british,beautiful,epic,indiepop,rock,maurice,pop",0.333333333333,1.0
rarariot,0.0592245531836,pg78,0.067264573991,Berkeley Place,335,Ghost Under Rocks (Passion Pit Mix),True,"rererereremixedsongs,lollapalooza2009,remix,electronic",0.0,0.0
cjmilli,0.00229001605643,ssqz,0.0,the burning ear,252,The People's Homecoming (Kanye,True,"mashup,cjmilli,electronic",0.0,0.0
